view_mode,display_mode,pair_id,pair_label,pair_color,dataset_id,dataset_name,x_source_id,x_metric_type,x_column,x_label,y_source_id,y_metric_type,y_column,y_label,x_value,y_value,display_unit
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.29533023,-8.98,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.42110083,-9.38,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.39917293,-7.65,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.35157654,-10.79,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.35946918,-6.5,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.3804078,-5.43,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.36823228,-3.7,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.3949455,-7.86,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.528085,-11.07,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.44348824,-6.78,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.34944668,-7.54,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.36933193,-8.14,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.28250694,-10.25,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.47352496,-10.48,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.35058385,-8.73,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.3779433,-10.42,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.35433027,-7.51,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.36239314,-8.23,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.37936026,-8.27,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.40876633,-8.64,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.40340203,-6.6,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.37311107,-8.14,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.41364336,-7.81,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.40342999,-8.25,nm
scatter2d,overlay,rx5mf4d7,sdt3-homo: HISD16-NE2-esc478-O8 vs TOTAL,#1677ff,sdt3-homo,sdt3-homo,40xur1kj,atom_pair_distance,HISD16-NE2-esc478-O8,HISD16-NE2-esc478-O8 (nm),7rbhiikl,mmpbsa,TOTAL,TOTAL (kJ/mol),0.3821335,-8.8,nm
